2026/06/06 22:00:28 Database initialized
2026/06/06 22:00:28 WebSocket hub started
2026/06/06 22:00:29 [Exchange] Fetched 166 live rates from API (base: USD)
2026/06/06 22:00:29 [Exchange] Initial rates loaded successfully
2026/06/06 22:00:29 [Exchange] Auto-refresh started (interval: 1h0m0s)
[GIN-debug] [WARNING] Creating an Engine instance with the Logger and Recovery middleware already attached.

[GIN-debug] [WARNING] Running in "debug" mode. Switch to "release" mode in production.
 - using env:	export GIN_MODE=release
 - using code:	gin.SetMode(gin.ReleaseMode)

[GIN-debug] GET    /ws                       --> main.main.func1 (6 handlers)
[GIN-debug] POST   /api/v1/auth/login        --> github.com/aspira/crossborder-payment-gateway/internal/handler.(*AuthHandler).Login-fm (6 handlers)
[GIN-debug] POST   /api/v1/auth/refresh      --> github.com/aspira/crossborder-payment-gateway/internal/handler.(*AuthHandler).Refresh-fm (6 handlers)
[GIN-debug] GET    /api/v1/auth/profile      --> github.com/aspira/crossborder-payment-gateway/internal/handler.(*AuthHandler).Profile-fm (7 handlers)
[GIN-debug] POST   /api/v1/auth/logout       --> github.com/aspira/crossborder-payment-gateway/internal/handler.(*AuthHandler).Logout-fm (7 handlers)
[GIN-debug] GET    /api/v1/dashboard         --> github.com/aspira/crossborder-payment-gateway/internal/handler.(*DashboardHandler).GetDashboard-fm (7 handlers)
[GIN-debug] GET    /api/v1/dashboard/tps-history --> github.com/aspira/crossborder-payment-gateway/internal/handler.(*DashboardHandler).GetTPSHistory-fm (7 handlers)
[GIN-debug] GET    /api/v1/dashboard/volume-history --> github.com/aspira/crossborder-payment-gateway/internal/handler.(*DashboardHandler).GetVolumeHistory-fm (7 handlers)
[GIN-debug] GET    /api/v1/dashboard/recent-transactions --> github.com/aspira/crossborder-payment-gateway/internal/handler.(*DashboardHandler).GetRecentTransactions-fm (7 handlers)
[GIN-debug] GET    /api/v1/transactions      --> github.com/aspira/crossborder-payment-gateway/internal/handler.(*TransactionHandler).ListTransactions-fm (7 handlers)
[GIN-debug] POST   /api/v1/transactions      --> github.com/aspira/crossborder-payment-gateway/internal/handler.(*TransactionHandler).CreateTransaction-fm (7 handlers)
[GIN-debug] GET    /api/v1/transactions/stats --> github.com/aspira/crossborder-payment-gateway/internal/handler.(*TransactionHandler).GetStats-fm (7 handlers)
[GIN-debug] GET    /api/v1/transactions/:id  --> github.com/aspira/crossborder-payment-gateway/internal/handler.(*TransactionHandler).GetTransaction-fm (7 handlers)
[GIN-debug] POST   /api/v1/transactions/:id/refund --> github.com/aspira/crossborder-payment-gateway/internal/handler.(*TransactionHandler).RefundTransaction-fm (7 handlers)
[GIN-debug] GET    /api/v1/accounts          --> github.com/aspira/crossborder-payment-gateway/internal/handler.(*AccountHandler).ListAccounts-fm (7 handlers)
[GIN-debug] GET    /api/v1/accounts/:id      --> github.com/aspira/crossborder-payment-gateway/internal/handler.(*AccountHandler).GetAccount-fm (7 handlers)
[GIN-debug] GET    /api/v1/accounts/:id/ledger --> github.com/aspira/crossborder-payment-gateway/internal/handler.(*AccountHandler).GetAccountLedger-fm (7 handlers)
[GIN-debug] GET    /api/v1/merchants         --> github.com/aspira/crossborder-payment-gateway/internal/handler.(*MerchantHandler).ListMerchants-fm (7 handlers)
[GIN-debug] POST   /api/v1/merchants         --> github.com/aspira/crossborder-payment-gateway/internal/handler.(*MerchantHandler).CreateMerchant-fm (8 handlers)
[GIN-debug] PUT    /api/v1/merchants/:id     --> github.com/aspira/crossborder-payment-gateway/internal/handler.(*MerchantHandler).UpdateMerchant-fm (8 handlers)
[GIN-debug] DELETE /api/v1/merchants/:id     --> github.com/aspira/crossborder-payment-gateway/internal/handler.(*MerchantHandler).DeleteMerchant-fm (8 handlers)
[GIN-debug] GET    /api/v1/audit             --> github.com/aspira/crossborder-payment-gateway/internal/handler.(*AuditHandler).ListAuditLogs-fm (7 handlers)
[GIN-debug] GET    /api/v1/exchange-rates    --> github.com/aspira/crossborder-payment-gateway/internal/handler.(*ExchangeHandler).ListRates-fm (7 handlers)
[GIN-debug] GET    /api/v1/exchange-rates/live --> github.com/aspira/crossborder-payment-gateway/internal/handler.(*ExchangeHandler).GetLiveRates-fm (7 handlers)
[GIN-debug] POST   /api/v1/exchange-rates/refresh --> github.com/aspira/crossborder-payment-gateway/internal/handler.(*ExchangeHandler).RefreshRates-fm (8 handlers)
[GIN-debug] POST   /api/v1/exchange-rates    --> github.com/aspira/crossborder-payment-gateway/internal/handler.(*ExchangeHandler).UpsertRate-fm (8 handlers)
[GIN-debug] GET    /static/*filepath         --> github.com/gin-gonic/gin.(*RouterGroup).createStaticHandler.func1 (6 handlers)
[GIN-debug] HEAD   /static/*filepath         --> github.com/gin-gonic/gin.(*RouterGroup).createStaticHandler.func1 (6 handlers)
2026/06/06 22:00:29 ═══════════════════════════════════════════════════════
2026/06/06 22:00:29   Aspira Cross-Border Payment Gateway
2026/06/06 22:00:29   Dashboard: http://localhost:8080
2026/06/06 22:00:29   API Base:  http://localhost:8080/api/v1
2026/06/06 22:00:29   WebSocket: ws://localhost:8080/ws
2026/06/06 22:00:29 ═══════════════════════════════════════════════════════
[GIN] 2026/06/06 - 22:00:32 | 200 |     447.381µs |       127.0.0.1 | GET      "/api/v1/dashboard"
[GIN] 2026/06/06 - 22:00:35 | 200 |   51.383525ms |             ::1 | POST     "/api/v1/auth/login"
[GIN] 2026/06/06 - 22:00:37 | 200 |     303.969µs |       127.0.0.1 | GET      "/api/v1/dashboard"
[GIN] 2026/06/06 - 22:00:42 | 200 |     314.626µs |       127.0.0.1 | GET      "/api/v1/dashboard"
[GIN] 2026/06/06 - 22:00:45 | 200 |    3.943839ms |       127.0.0.1 | GET      "/"
[GIN] 2026/06/06 - 22:00:45 | 304 |      78.965µs |       127.0.0.1 | GET      "/static/js/components/table.js"
[GIN] 2026/06/06 - 22:00:45 | 200 |      98.964µs |       127.0.0.1 | GET      "/static/js/components/stat_card.js"
[GIN] 2026/06/06 - 22:00:45 | 200 |     119.348µs |       127.0.0.1 | GET      "/static/js/pages/dashboard.js"
[GIN] 2026/06/06 - 22:00:45 | 304 |      39.916µs |       127.0.0.1 | GET      "/static/js/pages/settings.js"
[GIN] 2026/06/06 - 22:00:45 | 304 |      38.946µs |       127.0.0.1 | GET      "/static/css/app.css"
[GIN] 2026/06/06 - 22:00:45 | 200 |     350.394µs |       127.0.0.1 | GET      "/api/v1/auth/profile"
[GIN] 2026/06/06 - 22:00:45 | 200 |     379.876µs |       127.0.0.1 | GET      "/api/v1/dashboard"
[GIN] 2026/06/06 - 22:00:45 | 200 |     692.791µs |       127.0.0.1 | GET      "/api/v1/dashboard/volume-history"
[GIN] 2026/06/06 - 22:00:45 | 200 |     664.686µs |       127.0.0.1 | GET      "/api/v1/dashboard/tps-history"
[GIN] 2026/06/06 - 22:00:45 | 200 |    2.151828ms |       127.0.0.1 | GET      "/api/v1/transactions?size=10&sort=created_at&order=desc"
[GIN] 2026/06/06 - 22:00:46 | 304 |      57.261µs |       127.0.0.1 | GET      "/"
[GIN] 2026/06/06 - 22:00:47 | 200 |     236.098µs |       127.0.0.1 | GET      "/api/v1/auth/profile"
[GIN] 2026/06/06 - 22:00:47 | 200 |      397.49µs |       127.0.0.1 | GET      "/api/v1/dashboard"
[GIN] 2026/06/06 - 22:00:47 | 200 |     207.397µs |       127.0.0.1 | GET      "/api/v1/dashboard/tps-history"
[GIN] 2026/06/06 - 22:00:47 | 200 |     422.608µs |       127.0.0.1 | GET      "/api/v1/transactions?size=10&sort=created_at&order=desc"
[GIN] 2026/06/06 - 22:00:47 | 200 |     733.509µs |       127.0.0.1 | GET      "/api/v1/dashboard/volume-history"
[GIN] 2026/06/06 - 22:00:49 | 304 |      50.129µs |       127.0.0.1 | GET      "/"
[GIN] 2026/06/06 - 22:00:49 | 200 |     204.022µs |       127.0.0.1 | GET      "/api/v1/auth/profile"
[GIN] 2026/06/06 - 22:00:49 | 200 |     394.792µs |       127.0.0.1 | GET      "/api/v1/dashboard"
[GIN] 2026/06/06 - 22:00:49 | 200 |     236.323µs |       127.0.0.1 | GET      "/api/v1/dashboard/tps-history"
[GIN] 2026/06/06 - 22:00:49 | 200 |     285.071µs |       127.0.0.1 | GET      "/api/v1/dashboard/volume-history"
[GIN] 2026/06/06 - 22:00:49 | 200 |     449.742µs |       127.0.0.1 | GET      "/api/v1/transactions?size=10&sort=created_at&order=desc"
[GIN] 2026/06/06 - 22:00:53 | 200 |     114.729µs |       127.0.0.1 | GET      "/ws?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoidXNyLWFkbWluLTAwMSIsInVzZXJuYW1lIjoiYWRtaW4iLCJyb2xlIjoiYWRtaW4iLCJzdWIiOiJ1c3ItYWRtaW4tMDAxIiwiZXhwIjoxNzgwODAxODI1LCJpYXQiOjE3ODA3MTU0MjV9.mJtsN0kW3ic9UUGPbc7-hYIQBBOU_-8rG8AoxN6CNTk"
[GIN] 2026/06/06 - 22:00:53 | 200 |   69.209487ms |             ::1 | POST     "/api/v1/auth/login"
[GIN] 2026/06/06 - 22:00:54 | 200 |   72.249648ms |       127.0.0.1 | POST     "/api/v1/auth/login"
[GIN] 2026/06/06 - 22:00:54 | 200 |    3.004583ms |       127.0.0.1 | POST     "/api/v1/transactions"
[GIN] 2026/06/06 - 22:00:54 | 200 |    4.707033ms |       127.0.0.1 | POST     "/api/v1/transactions"
[GIN] 2026/06/06 - 22:00:54 | 200 |    3.112238ms |       127.0.0.1 | POST     "/api/v1/transactions"
[GIN] 2026/06/06 - 22:00:54 | 200 |    3.260058ms |       127.0.0.1 | POST     "/api/v1/transactions"
[GIN] 2026/06/06 - 22:00:54 | 200 |    3.209056ms |       127.0.0.1 | POST     "/api/v1/transactions"
[GIN] 2026/06/06 - 22:00:54 | 200 |     3.78868ms |       127.0.0.1 | POST     "/api/v1/transactions"
[GIN] 2026/06/06 - 22:00:54 | 200 |    2.461482ms |       127.0.0.1 | POST     "/api/v1/transactions"
[GIN] 2026/06/06 - 22:00:54 | 200 |    2.397945ms |       127.0.0.1 | POST     "/api/v1/transactions"
[GIN] 2026/06/06 - 22:00:54 | 200 |    2.953983ms |       127.0.0.1 | POST     "/api/v1/transactions"
[GIN] 2026/06/06 - 22:00:54 | 200 |    5.905142ms |       127.0.0.1 | POST     "/api/v1/transactions"
